VIDEO_ID,VIDEO_NAME,SENTENCE_ID,SENTENCE_NAME,START,END,SENTENCE
1fPFcBdBziw,1fPFcBdBziw-8-rgb_front,1fPFcBdBziw_15,1fPFcBdBziw_15-8-rgb_front,63.85,66.15,Or through a card show.
1fPFcBdBziw,1fPFcBdBziw-8-rgb_front,1fPFcBdBziw_2,1fPFcBdBziw_2-8-rgb_front,8.95,12.45,One of the questions that's frequently asked is how do I buy baseball cards.
1fPFcBdBziw,1fPFcBdBziw-8-rgb_front,1fPFcBdBziw_3,1fPFcBdBziw_3-8-rgb_front,14.09,16.56,You can buy baseball cards in any number of ways.
1fPFcBdBziw,1fPFcBdBziw-8-rgb_front,1fPFcBdBziw_7,1fPFcBdBziw_7-8-rgb_front,31.84,33.79,And based on the design of the card.
1fPFcBdBziw,1fPFcBdBziw-8-rgb_front,1fPFcBdBziw_8,1fPFcBdBziw_8-8-rgb_front,34.73,36.81,You can also buy cards through the internet.
1fQY7Nu35ZY,1fQY7Nu35ZY-5-rgb_front,1fQY7Nu35ZY_2,1fQY7Nu35ZY_2-5-rgb_front,23.12,27.41,Not necessarily to give you strong ankles but to give you loose and flexible ankles.
1fQY7Nu35ZY,1fQY7Nu35ZY-5-rgb_front,1fQY7Nu35ZY_5,1fQY7Nu35ZY_5-5-rgb_front,45.19,49.12,So if your doing it faster it really involves a lot of ankle work.
1fQY7Nu35ZY,1fQY7Nu35ZY-5-rgb_front,1fQY7Nu35ZY_6,1fQY7Nu35ZY_6-5-rgb_front,49.84,65.32,That's the twist.
1fTH1XCkQNw,1fTH1XCkQNw-8-rgb_front,1fTH1XCkQNw_2,1fTH1XCkQNw_2-8-rgb_front,14.19,18.61,"Basically you're twisting your body around, it's similar to turning."
1fTH1XCkQNw,1fTH1XCkQNw-8-rgb_front,1fTH1XCkQNw_5,1fTH1XCkQNw_5-8-rgb_front,36.3,38.1,"So, it looks a little bit like this."
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_0,1fZfM65z0zk_0-8-rgb_front,0.25,2.39,"As you can see, this is a very different brush."
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_10,1fZfM65z0zk_10-8-rgb_front,60.14,63.4,"As you can see, I put quite a lot on the back of my hand."
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_13,1fZfM65z0zk_13-8-rgb_front,97.13,98.14,"So, how do we do that?"
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_16,1fZfM65z0zk_16-8-rgb_front,108.53,110.29,You want to go ahead and get it down.
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_2,1fZfM65z0zk_2-8-rgb_front,9.81,15.45,"So, they're very, very, almost feels like they're wet feeling, and this is concealer."
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_20,1fZfM65z0zk_20-8-rgb_front,156.01,157.63,"Right there on the nose, like I said."
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_21,1fZfM65z0zk_21-8-rgb_front,161.11,164.26,"And right up into the eye corners, as you also want it there."
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_23,1fZfM65z0zk_23-8-rgb_front,177.77,178.17,There we go.
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_5,1fZfM65z0zk_5-8-rgb_front,29.31,32.51,And usually concealer is not used over the entire face.
1fZfM65z0zk,1fZfM65z0zk-8-rgb_front,1fZfM65z0zk_6,1fZfM65z0zk_6-8-rgb_front,32.51,37.01,It's just used to cover up different things like under the eyes.
1fdMM1LuAsY,1fdMM1LuAsY-8-rgb_front,1fdMM1LuAsY_15,1fdMM1LuAsY_15-8-rgb_front,105.6,105.86,There.
1fdMM1LuAsY,1fdMM1LuAsY-8-rgb_front,1fdMM1LuAsY_16,1fdMM1LuAsY_16-8-rgb_front,107.39,110.74,"Then give it another pull, and that feels good."
1fdMM1LuAsY,1fdMM1LuAsY-8-rgb_front,1fdMM1LuAsY_6,1fdMM1LuAsY_6-8-rgb_front,41,42.06,Whatever feels good for you.
1fdMM1LuAsY,1fdMM1LuAsY-8-rgb_front,1fdMM1LuAsY_9,1fdMM1LuAsY_9-8-rgb_front,59.25,60.9,So that's one way to go ahead and do it.
1fjObGfnwLI,1fjObGfnwLI-8-rgb_front,1fjObGfnwLI_1,1fjObGfnwLI_1-8-rgb_front,5.72,8.56,Right now I am going to be talking about patterns.
1fjObGfnwLI,1fjObGfnwLI-8-rgb_front,1fjObGfnwLI_10,1fjObGfnwLI_10-8-rgb_front,56.23,60.37,"You can turn it around and there is a different pattern, the flowers are different colors."
1fjObGfnwLI,1fjObGfnwLI-8-rgb_front,1fjObGfnwLI_11,1fjObGfnwLI_11-8-rgb_front,60.37,64.3,The patterns are very essential to what you are going to be wearing.
1fjObGfnwLI,1fjObGfnwLI-8-rgb_front,1fjObGfnwLI_14,1fjObGfnwLI_14-8-rgb_front,76.47,80.08,I would definitely take the next step when you are looking at patterns.
1fjObGfnwLI,1fjObGfnwLI-8-rgb_front,1fjObGfnwLI_3,1fjObGfnwLI_3-8-rgb_front,13.02,19.79,"You will see so many different patterns, colors, bright colors and bright patterns."
1fjObGfnwLI,1fjObGfnwLI-8-rgb_front,1fjObGfnwLI_6,1fjObGfnwLI_6-8-rgb_front,32.66,40.44,"It is the same pattern but you can buy different patterns, different colors."
1fjObGfnwLI,1fjObGfnwLI-8-rgb_front,1fjObGfnwLI_7,1fjObGfnwLI_7-8-rgb_front,40.44,41.71,There are different names.
1furuv5lJ4Q,1furuv5lJ4Q-8-rgb_front,1furuv5lJ4Q_0,1furuv5lJ4Q_0-8-rgb_front,0.85,1.09,O.k.
1furuv5lJ4Q,1furuv5lJ4Q-8-rgb_front,1furuv5lJ4Q_2,1furuv5lJ4Q_2-8-rgb_front,5.58,8.67,The reason for this is to remove all dry and dead skin cells.
1furuv5lJ4Q,1furuv5lJ4Q-8-rgb_front,1furuv5lJ4Q_4,1furuv5lJ4Q_4-8-rgb_front,10.93,12.28,You're going to do this in the shower.
1g8yWLfws8I,1g8yWLfws8I-8-rgb_front,1g8yWLfws8I_0,1g8yWLfws8I_0-8-rgb_front,0.36,4.08,So the first step in trimming any piece is to make sure that it's centered.
1g8yWLfws8I,1g8yWLfws8I-8-rgb_front,1g8yWLfws8I_10,1g8yWLfws8I_10-8-rgb_front,45.73,49.11,It doesn't need to be changed in shape very much.
1g8yWLfws8I,1g8yWLfws8I-8-rgb_front,1g8yWLfws8I_12,1g8yWLfws8I_12-8-rgb_front,55.2,68.53,So I'm going to remove that with my ribbon tool as well.
1g8yWLfws8I,1g8yWLfws8I-8-rgb_front,1g8yWLfws8I_16,1g8yWLfws8I_16-8-rgb_front,99.32,102.54,"Push that in there, and we're ready to do the trimming on the bowl."
1g8yWLfws8I,1g8yWLfws8I-8-rgb_front,1g8yWLfws8I_2,1g8yWLfws8I_2-8-rgb_front,10.62,13.2,"So, it's a process that takes a little while to learn."
1g8yWLfws8I,1g8yWLfws8I-8-rgb_front,1g8yWLfws8I_7,1g8yWLfws8I_7-8-rgb_front,31.52,34.25,"Once you've got it on center, you're going to take your ribbon tool."
1g8yWLfws8I,1g8yWLfws8I-8-rgb_front,1g8yWLfws8I_9,1g8yWLfws8I_9-8-rgb_front,41.29,45.73,"So I just want on the outside part, to make it smooth."
1g93sGtZViI,1g93sGtZViI-8-rgb_front,1g93sGtZViI_11,1g93sGtZViI_11-8-rgb_front,78.94,83.38,Another thing I want to show you is how the lights look on a background.
1g93sGtZViI,1g93sGtZViI-8-rgb_front,1g93sGtZViI_13,1g93sGtZViI_13-8-rgb_front,93.3,95.21,Now this particular spot is a hot light.
1g93sGtZViI,1g93sGtZViI-8-rgb_front,1g93sGtZViI_6,1g93sGtZViI_6-8-rgb_front,35.95,40.52,There are some things that you don't have to spend a whole lot of money on.
1g93sGtZViI,1g93sGtZViI-8-rgb_front,1g93sGtZViI_9,1g93sGtZViI_9-8-rgb_front,63.81,64.66,In fact it was free.
1g9c_YQZh5E,1g9c_YQZh5E-8-rgb_front,1g9c_YQZh5E_10,1g9c_YQZh5E_10-8-rgb_front,60.96,65.38,So I'm going to save these two and I'm going to cut these down.
1g9c_YQZh5E,1g9c_YQZh5E-8-rgb_front,1g9c_YQZh5E_11,1g9c_YQZh5E_11-8-rgb_front,66.88,68.36,You know some days I like big prints.
1g9c_YQZh5E,1g9c_YQZh5E-8-rgb_front,1g9c_YQZh5E_12,1g9c_YQZh5E_12-8-rgb_front,68.36,69.78,Some days I like small prints.
1g9c_YQZh5E,1g9c_YQZh5E-8-rgb_front,1g9c_YQZh5E_15,1g9c_YQZh5E_15-8-rgb_front,89.05,90.96,I can almost feel it curl right now.
1g9c_YQZh5E,1g9c_YQZh5E-8-rgb_front,1g9c_YQZh5E_16,1g9c_YQZh5E_16-8-rgb_front,91.54,92.97,That's one thing about print making to me.
1g9c_YQZh5E,1g9c_YQZh5E-8-rgb_front,1g9c_YQZh5E_17,1g9c_YQZh5E_17-8-rgb_front,92.97,96.33,It's just so hands on that you really start to notice things.
1g9c_YQZh5E,1g9c_YQZh5E-8-rgb_front,1g9c_YQZh5E_3,1g9c_YQZh5E_3-8-rgb_front,24.96,28.31,I mean one of the few materials that I work with that is dirt cheap.
1gDezSEPi_o,1gDezSEPi_o-8-rgb_front,1gDezSEPi_o_10,1gDezSEPi_o_10-8-rgb_front,44.51,45.88,We're going to go ahead and shake that up.
1gDezSEPi_o,1gDezSEPi_o-8-rgb_front,1gDezSEPi_o_11,1gDezSEPi_o_11-8-rgb_front,50.63,51.8,Just like so.
1gDezSEPi_o,1gDezSEPi_o-8-rgb_front,1gDezSEPi_o_15,1gDezSEPi_o_15-8-rgb_front,79.62,80.09,Enjoy.
1gDezSEPi_o,1gDezSEPi_o-8-rgb_front,1gDezSEPi_o_9,1gDezSEPi_o_9-8-rgb_front,43.83,44.48,Alright.
1gOQLPDtr3c,1gOQLPDtr3c-8-rgb_front,1gOQLPDtr3c_1,1gOQLPDtr3c_1-8-rgb_front,6.04,10.18,"I'm going to show you how to do downward dog, which is a yoga position."
1gOQLPDtr3c,1gOQLPDtr3c-8-rgb_front,1gOQLPDtr3c_10,1gOQLPDtr3c_10-8-rgb_front,65.48,67.55,There's a lot of things to think about here.
1gOQLPDtr3c,1gOQLPDtr3c-8-rgb_front,1gOQLPDtr3c_11,1gOQLPDtr3c_11-8-rgb_front,68.02,70.25,And everybody is going to be in a different place with it.
1gOQLPDtr3c,1gOQLPDtr3c-8-rgb_front,1gOQLPDtr3c_12,1gOQLPDtr3c_12-8-rgb_front,70.25,73.01,"You might feel you can't bring your heels to the ground, that's fine."
1gOQLPDtr3c,1gOQLPDtr3c-8-rgb_front,1gOQLPDtr3c_14,1gOQLPDtr3c_14-8-rgb_front,77.55,81.36,"Really, push through all of the fingers through your hands and the palms of your hands."
1gOQLPDtr3c,1gOQLPDtr3c-8-rgb_front,1gOQLPDtr3c_18,1gOQLPDtr3c_18-8-rgb_front,109.43,113.39,So that is a great way to do downward dog when you're in modern dance.
1gOQLPDtr3c,1gOQLPDtr3c-8-rgb_front,1gOQLPDtr3c_6,1gOQLPDtr3c_6-8-rgb_front,33.18,37.74,"And I want to push my ankles towards the ground, my heels towards the ground."
1gS4Hb9gpOI,1gS4Hb9gpOI-8-rgb_front,1gS4Hb9gpOI_2,1gS4Hb9gpOI_2-8-rgb_front,11.46,13.9,And I have a nice set-up where I work.
1gS4Hb9gpOI,1gS4Hb9gpOI-8-rgb_front,1gS4Hb9gpOI_3,1gS4Hb9gpOI_3-8-rgb_front,14.34,16.71,"I have music that I listen to, and things like that."
1gS4Hb9gpOI,1gS4Hb9gpOI-8-rgb_front,1gS4Hb9gpOI_4,1gS4Hb9gpOI_4-8-rgb_front,17.07,18.96,"What happens is, there's less stress."
1gTkFzIRzYk,1gTkFzIRzYk-8-rgb_front,1gTkFzIRzYk_0,1gTkFzIRzYk_0-8-rgb_front,0.5,1.12,Hi.
1gTkFzIRzYk,1gTkFzIRzYk-8-rgb_front,1gTkFzIRzYk_14,1gTkFzIRzYk_14-8-rgb_front,87.18,90.77,Finally this last watch that we have is actually made for a man.
1gTkFzIRzYk,1gTkFzIRzYk-8-rgb_front,1gTkFzIRzYk_15,1gTkFzIRzYk_15-8-rgb_front,91.35,93.48,Men can wear bracelets as well as women.
1gTkFzIRzYk,1gTkFzIRzYk-8-rgb_front,1gTkFzIRzYk_3,1gTkFzIRzYk_3-8-rgb_front,8.15,13.28,The first few examples that we have are this one here.
1gTkFzIRzYk,1gTkFzIRzYk-8-rgb_front,1gTkFzIRzYk_6,1gTkFzIRzYk_6-8-rgb_front,32.47,35.49,"So for me, this would be something that I might want to have some fun with."
1gTkFzIRzYk,1gTkFzIRzYk-8-rgb_front,1gTkFzIRzYk_7,1gTkFzIRzYk_7-8-rgb_front,38.99,42.16,Second bracelet option that we have is this one here.
1gTkFzIRzYk,1gTkFzIRzYk-8-rgb_front,1gTkFzIRzYk_8,1gTkFzIRzYk_8-8-rgb_front,42.68,44.93,This is an example of a charm bracelet.
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_0,1gWf0iJUvyg_0-8-rgb_front,0.4,3.19,"Hi, in this segment we're going to do another type of a foot brush."
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_12,1gWf0iJUvyg_12-8-rgb_front,57.17,60.35,"So we'll try that one, one more time you go to clock spin."
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_13,1gWf0iJUvyg_13-8-rgb_front,60.82,63.15,You'll set it up swing your foot across.
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_2,1gWf0iJUvyg_2-8-rgb_front,12.3,16.44,"And what we're going to do it's, this one for me a clockwise spin."
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_6,1gWf0iJUvyg_6-8-rgb_front,30.54,34.46,"So clock spin here, here."
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_7,1gWf0iJUvyg_7-8-rgb_front,35.88,36.73,Try that again.
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_8,1gWf0iJUvyg_8-8-rgb_front,36.87,39.74,Clock spin set it up here.
1gWf0iJUvyg,1gWf0iJUvyg-8-rgb_front,1gWf0iJUvyg_9,1gWf0iJUvyg_9-8-rgb_front,41.47,44.69,Clock spin set it up here.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_10,1gXWDKek85Y_10-8-rgb_front,28.4,29.21,There we go.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_11,1gXWDKek85Y_11-8-rgb_front,29.55,31,The seam in the middle right here.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_12,1gXWDKek85Y_12-8-rgb_front,31.49,32.81,They're never going to be over here.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_13,1gXWDKek85Y_13-8-rgb_front,32.81,34.23,They're always in the same spot.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_14,1gXWDKek85Y_14-8-rgb_front,35.46,38.37,Let's just go ahead and cut this one too.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_15,1gXWDKek85Y_15-8-rgb_front,39.3,41.1,Be real careful if you are using a razor blade.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_16,1gXWDKek85Y_16-8-rgb_front,41.1,42.88,You don't want to cut your pants.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_19,1gXWDKek85Y_19-8-rgb_front,53.71,55.41,That keeps the hem up.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_2,1gXWDKek85Y_2-8-rgb_front,9.29,10.3,Sometimes it is sewn.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_21,1gXWDKek85Y_21-8-rgb_front,64,66.48,You just have to look for a small piece of thread hanging out.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_24,1gXWDKek85Y_24-8-rgb_front,71.38,72.11,"Yeah, that's it."
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_25,1gXWDKek85Y_25-8-rgb_front,72.57,75.64,You just pop that out and it just pulls right out.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_27,1gXWDKek85Y_27-8-rgb_front,85.27,86.84,And now we have to go do the other one.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_28,1gXWDKek85Y_28-8-rgb_front,86.84,88.51,Let me open this up.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_29,1gXWDKek85Y_29-8-rgb_front,89.78,91.4,You just kind of look around.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_30,1gXWDKek85Y_30-8-rgb_front,91.4,92.13,And there it is.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_32,1gXWDKek85Y_32-8-rgb_front,97.79,98.82,I think that's it.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_33,1gXWDKek85Y_33-8-rgb_front,98.82,99.87,That might not be it.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_34,1gXWDKek85Y_34-8-rgb_front,101.57,102.23,Okay.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_35,1gXWDKek85Y_35-8-rgb_front,103.01,104.81,"Maybe it takes you just a minute, but that's okay."
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_36,1gXWDKek85Y_36-8-rgb_front,105.71,107.28,"Oh, I think it's the wrong side."
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_37,1gXWDKek85Y_37-8-rgb_front,107.28,108.49,Let me look on the other side.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_38,1gXWDKek85Y_38-8-rgb_front,110.29,112.09,"Even me, it takes me several times."
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_39,1gXWDKek85Y_39-8-rgb_front,112.12,113.83,I think there it is right there.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_4,1gXWDKek85Y_4-8-rgb_front,13.36,16.33,"But, I like to use a razor blade to take things a part."
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_41,1gXWDKek85Y_41-8-rgb_front,118.3,119,Pull that.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_42,1gXWDKek85Y_42-8-rgb_front,119.42,119.94,There we go.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_44,1gXWDKek85Y_44-8-rgb_front,123.84,124.37,Okay.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_46,1gXWDKek85Y_46-8-rgb_front,136.22,138.68,"So, let's do that in the next clip."
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_6,1gXWDKek85Y_6-8-rgb_front,17.94,20,You just make a little tiny cut.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_7,1gXWDKek85Y_7-8-rgb_front,21.37,22.31,Bring that down.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_8,1gXWDKek85Y_8-8-rgb_front,22.55,24.9,You do it to all sides.
1gXWDKek85Y,1gXWDKek85Y-8-rgb_front,1gXWDKek85Y_9,1gXWDKek85Y_9-8-rgb_front,25.01,27.3,And these are always done right at the seam .
1ghvkzsMgbM,1ghvkzsMgbM-8-rgb_front,1ghvkzsMgbM_10,1ghvkzsMgbM_10-8-rgb_front,49.14,51.18,So you'll want to cut off the ends.
1ghvkzsMgbM,1ghvkzsMgbM-8-rgb_front,1ghvkzsMgbM_11,1ghvkzsMgbM_11-8-rgb_front,53.17,55.71,And then you want to cut a slice.
1ghvkzsMgbM,1ghvkzsMgbM-8-rgb_front,1ghvkzsMgbM_12,1ghvkzsMgbM_12-8-rgb_front,56.06,58.95,About a quarter inch slice like that.
1ghvkzsMgbM,1ghvkzsMgbM-8-rgb_front,1ghvkzsMgbM_14,1ghvkzsMgbM_14-8-rgb_front,61.5,65.56,You want quite a few of these because you need two for each flower.
1ghvkzsMgbM,1ghvkzsMgbM-8-rgb_front,1ghvkzsMgbM_15,1ghvkzsMgbM_15-8-rgb_front,66.19,68.36,And it depends on how many flowers you want to make.
1ghvkzsMgbM,1ghvkzsMgbM-8-rgb_front,1ghvkzsMgbM_17,1ghvkzsMgbM_17-8-rgb_front,74.03,75.66,And then you just set those aside.
1gjp23WV368,1gjp23WV368-8-rgb_front,1gjp23WV368_4,1gjp23WV368_4-8-rgb_front,32.47,33.63,It looks something like this.
1gjp23WV368,1gjp23WV368-8-rgb_front,1gjp23WV368_7,1gjp23WV368_7-8-rgb_front,60.54,62.14,Hopefully you don't drop like I just did.
1glVsfq3zG8,1glVsfq3zG8-8-rgb_front,1glVsfq3zG8_6,1glVsfq3zG8_6-8-rgb_front,58.03,61.81,You never want to work closer than about two inches to the head of the torch.
1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,1gqVLt2Z-DY_12,1gqVLt2Z-DY_12-8-rgb_front,37.81,38.68,We've got dance.
1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,1gqVLt2Z-DY_5,1gqVLt2Z-DY_5-8-rgb_front,26.95,31.22,"Now, another thing that happens as we age, is that, we go into youth sports."
1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,1gqVLt2Z-DY_6,1gqVLt2Z-DY_6-8-rgb_front,31.42,33.81,Not only youth sports but all kinds of other activities.
1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,1gqVLt2Z-DY_7,1gqVLt2Z-DY_7-8-rgb_front,33.81,34.67,We've got soccer.
1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,1gqVLt2Z-DY_8,1gqVLt2Z-DY_8-8-rgb_front,34.67,35.44,We've got football.
1gqVLt2Z-DY,1gqVLt2Z-DY-8-rgb_front,1gqVLt2Z-DY_9,1gqVLt2Z-DY_9-8-rgb_front,35.44,36.09,We've got baseball.
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_1,1gycdY2pcYc_1-11-rgb_front,7.32,10.68,"You know what it is, you want to teach us how to do."
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_10,1gycdY2pcYc_10-11-rgb_front,52.56,60.84,"So, as you're writing, remember you're going to follow a one, two, three, four, order."
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_12,1gycdY2pcYc_12-11-rgb_front,76.17,77.45,Now follow steps.
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_13,1gycdY2pcYc_13-11-rgb_front,77.78,81.32,"First you do this, second you do this, third you do that."
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_15,1gycdY2pcYc_15-11-rgb_front,88.56,90.37,You do what you do when you do it.
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_16,1gycdY2pcYc_16-11-rgb_front,90.83,94.45,"This, so I can learn it, needs to follow an order."
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_4,1gycdY2pcYc_4-11-rgb_front,36.14,38.69,Let's say we're going to learn how to back a cake.
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_5,1gycdY2pcYc_5-11-rgb_front,39.31,42.56,Is the first thing you're going to tell me to put the cake in the oven?
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_6,1gycdY2pcYc_6-11-rgb_front,43.5,43.86,No!
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_7,1gycdY2pcYc_7-11-rgb_front,44.08,45.8,What's the first thing you're going to tell me?
1gycdY2pcYc,1gycdY2pcYc-11-rgb_front,1gycdY2pcYc_9,1gycdY2pcYc_9-11-rgb_front,50.72,51.95,The first step.
1gzlYGPQ9Zs,1gzlYGPQ9Zs-8-rgb_front,1gzlYGPQ9Zs_15,1gzlYGPQ9Zs_15-8-rgb_front,52.46,54.98,You want to build your act in the city then go out in the road.
1gzlYGPQ9Zs,1gzlYGPQ9Zs-8-rgb_front,1gzlYGPQ9Zs_4,1gzlYGPQ9Zs_4-8-rgb_front,8.99,9.42,Okay.
1gzlYGPQ9Zs,1gzlYGPQ9Zs-8-rgb_front,1gzlYGPQ9Zs_5,1gzlYGPQ9Zs_5-8-rgb_front,9.42,12.02,"This is ""The Road Versus the City."""
1h0-Yi_Swbw,1h0-Yi_Swbw-8-rgb_front,1h0-Yi_Swbw_1,1h0-Yi_Swbw_1-8-rgb_front,4.35,7.9,"I'd like to speak with you, about how to sell part of your business."
1h0-Yi_Swbw,1h0-Yi_Swbw-8-rgb_front,1h0-Yi_Swbw_3,1h0-Yi_Swbw_3-8-rgb_front,16.97,19.24,What will I be getting for that?
1h0-Yi_Swbw,1h0-Yi_Swbw-8-rgb_front,1h0-Yi_Swbw_5,1h0-Yi_Swbw_5-8-rgb_front,23.55,26.57,"We don't usually sell just part of the business, but let's say you did."
1h0-Yi_Swbw,1h0-Yi_Swbw-8-rgb_front,1h0-Yi_Swbw_9,1h0-Yi_Swbw_9-8-rgb_front,73.56,76.57,The first step is to understand why you want to sell it.
1h1YkisCV_A,1h1YkisCV_A-8-rgb_front,1h1YkisCV_A_9,1h1YkisCV_A_9-8-rgb_front,107.58,108.62,Thank you for watching.
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_1,1h3mvQDZnBw_1-8-rgb_front,9.36,12.08,"So, now I'm going to show you how to do a double mat."
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_10,1h3mvQDZnBw_10-8-rgb_front,56.37,58.58,"So I write on here ""one quarter inch."""
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_11,1h3mvQDZnBw_11-8-rgb_front,59.16,62.3,Now I'm going to back this up one quarter inch.
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_15,1h3mvQDZnBw_15-8-rgb_front,85.77,87.93,"And, it's actually nine and a quarter."
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_2,1h3mvQDZnBw_2-8-rgb_front,12.78,16.07,"So, again, this particular one we did it larger."
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_20,1h3mvQDZnBw_20-8-rgb_front,118.83,122.94,I've put the mat in about an eighth of an inch past the line.
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_21,1h3mvQDZnBw_21-8-rgb_front,123.76,126.38,I come down about an eighth of an inch past the line.
1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,1h3mvQDZnBw_23,1h3mvQDZnBw_23-8-rgb_front,145.61,159.14,"Okay, now sometimes, the mat does not just fall out like it did the last time."
